keyword,source,active,position,delta1d,delta7d,volatility,traffic,difficulty,opportunity,bucket,relevance,scoredAt,scoringSource,formulaVersion,confidence,capturedAt,scoreComparability
   leading and trailing   ,MANUAL,true,,,,,,,,,70,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
geography,KEYWORD_FIELD,false,,,,,,,,,100,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
quiz,KEYWORD_FIELD,true,,,,,,,,,100,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
maps,KEYWORD_FIELD,true,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
travel,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
zażółć,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
gęślą,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
日本語,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
kw01,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
kw02,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
kw03,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
kw04,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
kw05,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
kw06,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
kw07,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
kw08,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
kw09,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
kw10,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
kw11,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
kw12,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
kw13,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
kw14,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
kw15,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
kw16,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
keyword01,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
keyword02,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
keyword03,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
keyword04,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
keyword05,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
keyword06,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
keyword07,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
keyword08,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
keyword09,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
keyword10,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
keyword11,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
keyword12,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
keyword13,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
keyword14,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
keyword15,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
keyword16,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
keyword17,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
keyword18,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
keyword19,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
keyword20,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
keyword21,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
keyword22,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
keyword23,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
keyword24,KEYWORD_FIELD,false,,,,,,,,,80,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
ui created keyword 81636,MANUAL,true,,,,,,,,,70,,,,,,Apple App Store and Google Play traffic and volume scores use different public signals and are not directly comparable
